URL: /
Timestamp: Sat Jul 29 2023 15:42:00 GMT-0400 (Eastern Daylight Time)
::1 - - [30/Aug/2023:18:48:05 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:18:52:47 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:09:36 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:18:13 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:21:07 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:27:21 +0000] "GET /movies/genre/Action HTTP/1.1" 400 13 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:30:34 +0000] "GET /movies/genre/Action HTTP/1.1" 200 98407 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:36:21 +0000] "GET /movies/genre/action HTTP/1.1" 200 98407 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:41:40 +0000] "GET /movies/genre/action HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:41:48 +0000] "GET /movies/genre/Action HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:42:20 +0000] "GET /movies/genre/Action HTTP/1.1" 200 43602 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:52:59 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:54:37 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:19:55:29 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:20:10:02 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:20:12:50 +0000] "GET /movies/genre/Action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:20:21:33 +0000] "GET /movies/genre/Action HTTP/1.1" 200 43602 "-" "PostmanRuntime/7.32.3"
::1 - - [30/Aug/2023:20:21:48 +0000] "GET /movies/genre/action HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:08:40:26 +0000] "GET /movies/genre/action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
